id,url,freq,review,name,latitude,longitude
18983449,https://www.zomato.com/ncr/abb-andreas-bar-and-brasserie-khan-market-new-delhi,1,"Andreas Brasserie offers a mix of wholesome Italian, Asian and European food. The ambience is chique and relaxed at the same time.  The servers are super friendly and help you pick the best from the extensive menu.  The generous portions of food will leave your tummy full and soul satisfied.  I had the following -  Smoked Salmon with Avacado and cream cheese roll - Served on top of a slightly sweet biscuit, the salmon has a refreshing taste with the cream cheese. Soft Shell Taco with Fajita Chicken - The tacos are absolutely superb. They go perfectly well with the freshly made guacamole, salsa and sour cream Chicken Shish Taouk - Juicy pieces of tender and well marinated chicken...read more",ABB - Andrea's Bar And Brasserie,28.5998152105,77.2265109792
18999034,https://www.zomato.com/ncr/biryani-central-vasant-kunj-new-delhi,1,If you’re looking to feast on some juicy kebabs and kickass biryani in the comfort of your home then Biryani Central should be the place you order from next. You can feel the love in the food and the flavours are spot on. The food was well packaged and delivered on time. The menu has a lot of variety and I had a hard time picking since most of it consisted of my favourites. I ordered the following - Dal Bukhari - This was hands down a winner for me. The best Dal Makhani iv ever had! It had a slight kick of spice but also managed to be rich and creamy. Mutton Seekh Kebab - The Seekh Kebab was juicy and had lots of favour. Nihari - The Nihari was well made and went perfect with the...read more,Biryani Central,28.5203725932,77.1645720676
303189,https://www.zomato.com/ncr/the-pasta-bowl-company-dlf-phase-4-gurgaon,1,"Iv dined at several Italian restaurants in Delhi, most of which, have lacked the authenticity to blow your mind. The minute I entered Pasta Bowl, I knew I was in for a treat. The place has been done up in a way, that you’ll be tricked into believing you’re in Italy. The menu is impressive with several promising dishes to choose from.The staff welcoming and is well aware of every dish on the menu and what goes into each dish. The food is hearty and the ingredients used are top notch. I had the following -  Ciabatta bread - Kickstarted the meal with this and it was so good that I ended up filling my stomach on this :P Next I had the cold cuts platter with cheese. Not only was it...read more",The Pasta Bowl Company,28.4681993855,77.0833189040
309955,https://www.zomato.com/ncr/nandos-connaught-place-new-delhi,1,"When I think of Nandos, I think of juicy chicken and lots of peri peri sauce! What I like most is that they offer a quarter to a full chicken paired with a mild to a hot sauce.&nbsp; The service is pretty quick despite the restaurant being full most of the time.&nbsp; I ordered the following -&nbsp; Chicken Skewers, Pita and Salsa - The chicken was succulent and juicy and the lemon herb peri peri sauce went perfect with it. The pita was toasted and the salsa on the side was nice and fresh. Espetada Carnival -&nbsp; The chicken thighs with cheese, herbs, peppers and lots of sauce is nothing less than finger licking good, quite literally. The mild peri peri sauce goes well with it if...read more",Nando's,28.6309717177,77.2196173668
19088417,https://www.zomato.com/ncr/plunod-cafe-sushant-lok-gurgaon,1,I recently ordered from Plunod cafe and loved their burgers and shakes. The Nutella shake was thick and nice and chocolaty. The fried chicken burger was also pretty kickass. The prices are super reasonable and the quality of food is top notch! You should definitely give this place a try!,Plunod Cafe,28.4604460931,77.0786327496
18726315,https://www.zomato.com/ncr/roms-pizza-1-laxmi-nagar-new-delhi,1,"Some places fill and satisfy your tummy but some satisfy your soul. This is one of them!!

The ambience and seating is pretty basic but when the food comes then the real magic starts.

The stuffed garlic bread is the best item you can order. Tastes soo good that you will crave for more!

The pan pizza is also one of my favourites! Filled with cheese and fresh veggies. This is my favourite pizza from the menu.

All in all Pretty good experience and one of the top 10 places to have pizza in Delhi!",Roms Pizza,28.6304040502,77.2776573524
7227,https://www.zomato.com/ncr/out-of-the-box-khan-market-new-delhi,1,"Out of the Box has some yummy food to enjoy while sipping on some cocktails. 

The ambience is relaxed and spread out over 2 floors.

Pina Colada - The Pina Colada is super refreshing and was well made.

Lasagne - The Lasagne is nice and cheesy with lots of spices. 

Masala Mozzarella Fritters - The Masala Mozzarella Fritters are cheesy and fried to perfection and comes with a side of spicy mayo dip.

The Tri color Hummus comes with some fresh Pita and serves as the perfect snack.

Wrapped the meal with a brownie, topped with icecream.",Out Of The Box,28.5997710554,77.2261733562
18863714,https://www.zomato.com/ncr/la-roca-aerocity-new-delhi,1,"Worldmark in Aerocity is developing and is a hub for foodies by now! The latest entrant here being La Roca from the house of Dinesh Arora. This place has recently opened its doors and it will surely make you fall in love. Based on Spanish and Mexican cuisine and serving amazing Tapas, this place shall definitely be on your to try list. The dimsums and baos are killer. You can wrap the meal with some peanut butter jam on a biscotti!",La Roca,28.5505590000,77.1213700000
18716293,https://www.zomato.com/ncr/brooklyn-bakehouse-greater-kailash-gk-1-new-delhi,1,"Brooklyn Bakehouse is a cute and cosy little place which has the aroma of freshly baked goods as soon as you enter.
The staff is very helpful and hospitable.

I ordered a half n half pizza. One half was herbed grilled chicken with cherry tomato, caramelised onions and rocket leaf. The other half is Bacon, Chicken and caramelised walnuts. My favourite was the first one.

The Avacado toast was crisp and well seasoned.

They also have some killer monster shakes you should check out.

The mars cupcake was moist and chocolate without being overly sweet.",Brooklyn Bakehouse,28.5514466143,77.2345462069
18800881,https://www.zomato.com/ncr/decode-air-bar-sector-29-gurgaon,1,"Decode is the perfect place to grab some drinks and exciting food with a twist. Each dish is a classic but has an exciting twist to it. The staff is friend and welcoming.

The Pav Bhaji cones are a delight not only to eat but also perfect to make your Instagram look pretty!

The Charmoula Chicken skewers with hummus are juicy and the served beautifully!

The samosa chaat has a crispy aloo samosa topped with different kinds of chutney. It serves as a decent snack.

The jackfruit puff is also an amazing snack you can pair with your drinks!",Decode Air Bar,28.4685925615,77.0632938668
18793474,https://www.zomato.com/ncr/quick-brown-fox-coffee-roasters-chhatarpur-new-delhi,1,"If you'd like some insta worthy and mind blowingly delicious Avacado toasts, then Quick Brown Fox should be your go to place. The crisp toast is topped with Avacado and various other options. I opted for chickpeas and baby spinach.

I also tried the eggs benedict. The Hollandaise sauce was spot on.

Nex i tired the the Devil's Noodles which are broad noodles in a slightly sweet and tangy sauce crunchy snowpeas.

Wrapped the meal with a yummy French Toast.

I'd give full marks to the hospitable service.

Can't wait to grab another Avacado Toast soon!",Quick Brown Fox Coffee Roasters,28.5044886044,77.1850886196
18800992,https://www.zomato.com/ncr/baba-rolls-sda-new-delhi,1,"If you’re in the mood for a quick bite, then Baba Rolls can surely satisfy your hunger. They have a great variety of rolls ranging from white to brown parantha with different kinds of meats and regional flavours to go with it.
I ordered the chicken tandoori roll in a white parantha. The roll was reasonably spicy and the chicken was tender and full of flavour.
The mutton seekh korma roll is as good as the chicken one!

The chicken momos are nice and juicy and the chicken itself is super soft.",Baba Rolls,28.5461501458,77.1966797858
18885376,https://www.zomato.com/ncr/tck-by-the-china-kitchen-dlf-cyber-city-gurgaon,1,"As a fan of China Kitchen, I was excited to check out TCK and what it had to offer. Firstly, the service is wonderful! The staff is welcoming and helpful in ordering the best from the menu. You couldn’t go here and not try the roasted Peking duck. The chef comes and slices it right in front of you. You can then enjoy it stuffed in a crepe. Definitely recommend this! The crispy fried tofu is brilliant! I also really liked the way they had done the noodles!! I was pleasantly surprised to see so many dessert options. They all sounded equally good. I tried the rocky road chocolate icecream and it was killer. Highly highly recommended. I also tried the cotton soft chocolate cheesecake...read more",TCK By The China Kitchen,28.4952953327,77.0887983218
18198434,https://www.zomato.com/ncr/georgia-dakota-vasant-vihar-new-delhi,1,"Georgia Dakota dishes out some incredibly yummy freshly baked goods. The quality of ingredients used is top notch.

 My favourite from here would be their killer range of cookies. The Nutella sea salt cookie is adequately sweet and breaks into Nutella and pure heaven. The added sea salt balances the sweet and gives it a nice kick. The double chocolate crinkle cookie tastes as delicious as it looks. The cookies are huge in size.

The granola jar section has quite a few options. My personal favourite is the Honey, Amaranth, Hazelnut one.

The pricing is pretty decent. I can't wait to indulge in more sweet treats soon!",Georgia Dakota,28.5614845524,77.1550220624
18879408,https://www.zomato.com/ncr/anglow-khan-market-new-delhi,1,"Anglow is a new entrant in Khan Market. The interiors are beautifully done up. The menu is a fusion of Indian and English food. The service is quick and the staff is welcoming. The vegetarian assorted platter comes with some kickass scotch eggs, crispy fried curried paneer cutlets, curry masala straws with a yummy cheese fondue, fried okra topped with masala. The nut mix has a basket of fried paper with peanuts and cashews tossed with onions, tomatoes, coriander. Konkani fried chicken - Tangy, fried and slightly spicy with nuts. My personal favourite from the night. Chicken Dak Bungalow curry has boneless pieces of chicken with potatoes. The curry is delicious and goes perfect with a...read more",Anglow,28.6002023027,77.2273025662
