id,url,freq,review,name,latitude,longitude
19086428,https://www.zomato.com/ncr/ditas-mehrauli-new-delhi,1,"Ditas is an exquisite restaurant located right at the centre of the Ambawatta One complex. The restaurant has a very luxurious vibe to it. The highlight of the place is definitely the cocktails. Some of the recommendations include the Sparkling N High, Tea N Modena and definitely the Ditas Old Fashioned. Coming down to the food I started my meal with Prawn Sesame Toast and Spicy Miso Soup. The toast was served with a cucumber chili sesame dip and were very addictive to eat. Next I had the Chipotle Honey Chicken and Fettuccine Miso Carbonara. Both of the dishes were simply done with perfection and tasted outstandingly scrumptious. Finally ended the meal with Cinnamon Fallen Apple and Hot...read more",Ditas,28.5265903103,77.1851670742
18789249,https://www.zomato.com/ncr/barbeque-nation-1-sector-62-noida,1,"Visited this outlet for a quick meal with my office colleagues. As is the tradition at Barbeque Nation once we were seated the barbecue was set and the sumptuous treats started pouring in. On the barbecue were Tandoori Pineapple, soft and delicious Paneer Tikka,Chicken Tikka, Prawn Tikka, Amritsari Fish, Momos, you name it and they have it. But the dish that has always stood out for me at this place is definitely the Crispy Corn Chaat, I absolutely relished that dish. In mains they had everything a little bit of chinese too. It is a great place to enjoy a lot of variety at pocket friendly prices. The hospitality adds a lot to the meal.",Barbeque Nation,28.6128060115,77.3625090346
19282304,https://www.zomato.com/ncr/the-house-of-celeste-1-sector-15-gurgaon,1,"House of Celeste is the latest buzz in G town. It is located in the newly revamped 32nd Milestone and is a food heaven for food connoisseurs. Fusion food is not a new concept in Delhi but these guys seem to have perfected it - be it the thirst quenching cocktails like Kinky Kalakhatta or sumptuous dishes like Roast Onion Garlic sourdough. Some of the recommended dishes include the Masala Pebbles, Gilafi Apricot Seekh Kebab, Chicken Tikka Makhni Flatbread. The dishes are simply exquisite and it definitely looks like a lot of thought has been given to the items on the menu. Verdict - If you love to experiment and love to try fusion food then this place is definitely a must visit. The...read more",The House Of Celeste,28.4614179017,77.0498301834
19280104,https://www.zomato.com/ncr/danbro-kailash-colony-new-delhi,1,"Delhi's not a city that’s short of a good bakery or cake shop, but separating the outstanding from the ordinary can take a fair bit of munching. Danbro recently opened up it's doors in Kailash Colony serving delicious pastries, waffles, 40 types of breads, cakes, macaroons and some Italian items.
Few of the recommendations in the desserts include the orange cheesecake, the opera pastry and the tarts. Also these desserts are priced very reasonably and do not burn a whole in the pocket.
Verdict - Go check out the beautiful bakery and try out the interesting dishes this place has to offer and you certainly will not be disappointed.",Danbro,28.5559750000,77.2411890000
18671714,https://www.zomato.com/ncr/olly-olives-all-day-cafe-bar-dlf-cyber-city-gurgaon,1,Olly By Olive is a beautiful restaurant located on the first floor of Cyber Hub. It is a quaint cafe with a very vibrant vibe. The decor is magnificent yet simple. You can choose to dine at their al fresco dining area which is perfect in this weather or even sit indoors. Tried quite a fee beer cocktails here and I was quite impressed. Pair your cocktails/beer with the perfect finger food. The onion rings are certainly not to be missed. The Chicken Schnitzel Sliders were quite delicious too. For mains I just went with Pepperoni Pizza which was very nicely done. Ended the meal with Tiramisu which had just the right amount of coffee and rum. Verdict - Visit this place for all kind of...read more,OLLY - Olive's All Day Cafe & Bar,28.4945860849,77.0883316174
19052822,https://www.zomato.com/ncr/in-q-the-manor-hotel-friends-colony-new-delhi,1,"In Q has opened up in the Manor Hotel in friends colony. The restaurant has opened up in place of Indian Accent and focuses primarily on Modern Indian Cuisine. The place has a very soothing and calming vibe to it and also has an alfresco dining area which is perfect in this weather. Some of the recommendations in the appetisers include the Chaat, Puchka and the Lamb Dumplings. The Chaat was served on a bowl of liquid nitrogen to showcase the Delhi smog. The puchkas were definitely high on flavour because of the wasabi and avocado. The lamb dumplings were no ordinary dumplings that we eat they were finished with rice crispies on the side. For mains I went with the chicken coriander...read more",In-Q - The Manor Hotel,28.5698125522,77.2556498274
305217,https://www.zomato.com/ncr/kebabs-kurries-welcomhotel-dwarka-sector-10-dwarka-new-delhi,1,K & K or Kebabs And Kurries is located at the Welcom Hotel in dwarka. It has a massive entrance with shimmering lights and superb lightining. It is just adjacent to Pavilion 75. This place opens up only at night. Three hours prior to opening they decorate the place. They light more than 1100 candles over the place. As I entered they have tea light candles all over. It has one of the most classy ambience. Very dim lightining and amazing live folk music playing set the mood right for the evening. This place is perfect for a romantic date or a quiet dinner with family. We were served pappad and four different types of chutneys. One of them was pappaya it was the best. Tried the new menu...read more,Kebabs & Kurries - WelcomHotel Dwarka,28.5795322334,77.0560582727
19129306,https://www.zomato.com/ncr/yeti-the-himalayan-kitchen-connaught-place-new-delhi,1,"Yeti is a tibetian restaurant that has opened up it’s doors in Connaught Place. This is according to me the only restaurant in Delhi that serves pure authentic Himalayan cuisine. We started off our meal with Yeti’s Lemon - a very refreshing drink in this scorching heat. Then we tried the Chicken, Aloo and Mutton Momos. I don't think I have ever tasted such juicy and flavourful momos. Then we tried the ema Datchi which is basically a lethal combination of chicken in cheese and pairied it with Tingmo ( the staple bread in himalayas) and you will be in for a treat. Tingmo is a steamed tibetian bread. I was quite puzzled by the looks of Tingmo and Iam not usually a big of Maida but...read more",Yeti - The Himalayan Kitchen,28.6340860360,77.2192737088
19142382,https://www.zomato.com/ncr/plum-by-bent-chair-janpath-new-delhi,1,"Plum by bent chair has opened up an all new outlet in Janpath. It is a beautiful restaurant and one of the most interesting things about the restaurant is that everything is on sale from furniture to decor. This place is a sweet heaven for Pan Asian lovers. Be it the incredible sushi or the commendable dumplings they have it all. Tried the asparagus tempura roll, plum california roll and the prawn tempura roll. Sushi’s were next to perfect and the wasabi served was quite different too. Next we had the White Fungus Chicken Dimsums and Dynamic Prawn Dimsums. Both the dimsums were soft and juicy and tasted absolutely delicious. Verdict: The place has a very charming vibe and the...read more",Plum by Bent Chair,28.6183027907,77.2193330526
312717,https://www.zomato.com/ncr/chi-ni-the-roseate-kapashera-new-delhi,1,"Chi Ni is a beautiful restaurant located in The Roseate hotel. It has a very romantic vibe to it and is suitable for all occasions especially if you want to enjoy a serene and relaxing dinner with family or friends.
Visited to try out their ongoing En-Route to China festival. The festival is specially curated by head Chef Lau Ah Ban and Chef Neeru Dhamala. You can try out dishes like Cantonese Dumplings, Balinese Chicken, a delicious bowl of Khao Suey and you can end it on a sweet note with the chinese cheesecake or coconut pudding.
Verdict - Visit this beautiful restaurant and enjoy a fabulous meal. Enjoy the serene and calm atmosphere while you’re at it.",Chi Ni - The Roseate,28.5251183231,77.1002265438
19093423,https://www.zomato.com/ncr/imperfecto-shor-cafe-aerocity-new-delhi,1,"Imperfecto Shor is now opened at Pride Plaza Hotel in Aerocity. The interiors have a rustic vibe to it. The cafe is inspired by Roman architecture with warm and mellow lights. Some of the recommended dishes include the Watermelon Feta Salad, Leonora’s Salvation, Lord Byron’s Gothic Rolls and Coffee Panacotta in desserts.
Visit this place to dine in with friends and to have a good time. Enjoy the music and the warm welcome by the staff while you’re at it.",Imperfecto Shor - Cafe,28.5530434000,77.1234828000
18537536,https://www.zomato.com/ncr/chilis-grill-bar-connaught-place-new-delhi,1,"Chili’s Bar & Grill is my all time favourite brand. Generous and delicious portion sizes at pocket friendly prices is what they believe in. Visited on a sunday noon for lunch, their thirst quenching moctails certainly helped in beating the heat. Tried the Caribbean Salad, Roasted Red Pepper Fajita’s and the Monterey Mushroom Chicken steak. The salad is a perfect summer salad with toppings like pineapple, mandarin oranges, pico & walnuts, cranberries and lot’s more. The fajitas were absolutely delicious and a must try dish at this place. The mushroom chicken steak had chicken steak topped with mushroom sauce served with mashed potatoes. Visit here for an amazing hospitality with...read more",Chili's Grill & Bar,28.6314993603,77.2222650424
18961742,https://www.zomato.com/ncr/tanoshii-trail-delhi-university-gtb-nagar-new-delhi,1,"Tanoshii Trail has opened an all new outlet in GTB nagar. Loved the ambiance and the service. Special thanks to Mr. Rana for an amazing hospitality. Loved the prawn tempura, noodles and the sui mai chicken dumplings.",Tanoshii Trail,28.6956903837,77.2036914155
18879408,https://www.zomato.com/ncr/anglow-khan-market-new-delhi,1,"Khan market has an all new address for cocktail enthusiasts and food connoisseurs. Delve into the sumptuous dishes and cocktail elixirs at this Anglo-Indian cuisine restaurant. The menu is a mix of North Indian and European food. Started off my meal with Anglow Spice and Lavender Breeze. Anglow Spice was the perfect concoction of scotch, home blend spice mix topped with mint leaves, burnt cinnamon orange zest and blueberries. The drink had a slight woody fragrance and was a very refreshing drink. Lavender Breeze is a gin based cocktail with a lavender earl grey tea, lime & tonic water topped with lemon zest. Some of the recommended light bites include the Konkani Fried Chicken, Chicken...read more",Anglow,28.6002023027,77.2273025662
18551627,https://www.zomato.com/ncr/sweet-truth-green-park-new-delhi,1,"This is a one stop destination to satiate those sweet tooth cravings. Tried the Chocolave Cake and Red Velvet Cake.
The choco lava cake is the highlight of their menu loved it totally. The red velvet had hints of chocolate in it which made it scrumptious in taste.
Do check out the desserts at this place for a sweet experience.",Sweet Truth,28.5570420156,77.2048223019
18901419,https://www.zomato.com/ncr/the-good-bowl-1-rohini-new-delhi,1,Sudden hunger pangs made me order from this place. Tried the Chicken Tikka Mac N Cheese Bowl and the Barbecue Chicken Rice Bowl. Both the bowls tasted excellent. The food came right on time and was well packed. One bowl was sufficient for one person. They also have other options too do check them out.,The Good Bowl,28.7444972508,77.1189051121
18899245,https://www.zomato.com/ncr/sandoz-ashok-vihar-phase-2-new-delhi,1,"Recently ordered from this place after reading all the friendly comments on Zomato. Tried the butter chicken, dal makhni with butter breads.
The dal was an epic failure and it lacked flavours and tasted pathetic. The butter chicken was okayish and nothing too great about it. I had high expectations from this place but it didn’t turn out to be good. Hope they improve on the quality of their food.",Sandoz,28.6916155728,77.1756891534
3925,https://www.zomato.com/ncr/made-in-india-radisson-blu-sector-18-noida,1,"Made in India is a magnificent and luxurious authentic Indian dining restaurant at the Radisson Blu Mbd hotel. It is located on the first floor of the hotel. They have Maharaja and Maharani dining (which can accommodate upto six people) sections to further enhance the experience. It is a modern Indian restaurant with beautiful carvings on wall. The menu is specially curated by Chef Mohd Khursheed. Started off the meal with Harayali Shorba which is a clear soup made of broccoli, coriander. Spice level of the soup was high - just the way it should be. Then tried the Minched Lamb Sultani Seekh Kebab which was served on a sword. This dish is the highlight of their entire menu. The kebab...read more",Made In India - Radisson Blu,28.5685802665,77.3220764101
