id,url,freq,review,name,latitude,longitude
18949277,https://www.zomato.com/ncr/parafit-delivers-east-of-kailash-new-delhi,1,"Another place for healthy food but hey it’s not a brick in a wall, it’s pretty decent. I have ordered from them a lot of times and the food is consistently good, flavoursome and still healthy which is great. Their chicken and rice meals are good, pancakes are yummy and delish too, Rajma Chawal could be avoided, I found it very bland but it was the pizza today that won me over! Made with a oats whole wheat base, the pizza was super yum, with very little cheese, a good golden crust and one that sufficed the cravings without surrendering to calories. A definite try. Over all, I’d say definitely give these guys a try if you want to indulge without packing on heavy duty calories....read more",ParaFit Delivers,28.5569810568,77.2428235039
19179233,https://www.zomato.com/ncr/nomad-pizza-traveller-series-malviya-nagar-new-delhi,1,"Pretty good pizza- to put it simply and at best.
The pizza is well made, generously filled and topped and I quite liked the marinara, very well balanced sauce.
Pizza is just baked right, with a perfect bite to it, not overly cheesey which I like.
Price point is quite steep!
I’d say go for it if you want to indulge once in a while",Nomad Pizza - Traveller Series,28.5390040266,77.2136199474
19329655,https://www.zomato.com/ncr/mealful-wraps-meals-in-a-wrap-kalkaji-new-delhi,1,"Just ordered from these guys on a whim, relatively a new place and no reviews on zomato so I was slightly sceptical. However, I am so glad I did. The menu is standard. Love that the wraps are made in WHOLEWHEAT which is great. The packaging is compact and the rolls come with cute fry- yums and a lipsmacking yogurt aioli which is super well flavoured. The roll itself was hot and crunchy. I wonder how they did that, maybe baked it in the oven for that crispness. The flavours are on point, the filling is super generous and loved the fact that the roll wasn’t oily. I ordered the Chicken Tikka Wrap & the portion size is huge, pretty filling. Great delivery service and top notch...read more",MEALFUL WRAPS - Meals In A Wrap,28.5400867407,77.2585449368
19014651,https://www.zomato.com/ncr/tossin-pizza-greater-kailash-gk-2-new-delhi,1,"Had always heard rave reviews about this place so I decided to order today since they also do pizza in WHOLEWHEAT crust which is great.

The packaging is good, food arrived hot and compact. However, the pizza was such a let down.
Bland, no flavours at all, greasy and hardly any toppings.

Definitely won’t be ordering again.",Tossin Pizza,28.5338927948,77.2426370904
18582328,https://www.zomato.com/ncr/the-turkey-project-defence-colony-new-delhi,1,"The last place I visited before the Lockdown, and I am glad I picked it. Pretty much like the cafe next door, the Turkey Project is a cosy little place, minimal interiors, no fuss about the place and a decently sized menu, not too big, not too small. While I didn’t get a chance to try out the famous sangrias, I did try the food and it was good. The pizza was fabulous, thin crust, baked to perfection, I’d recommend the peri peri chicken sausage pizza. The lamb burger was pretty good too with a juicy lamb patty, crispy fried onion rings in between soft buns and a side of fries. The service was efficient and the staff was friendly. They also maintained good hygiene at the...read more",The Turkey Project,28.5667360806,77.2340315580
7725,https://www.zomato.com/ncr/tonys-pizza-pasta-noodle-bowl-lajpat-nagar-4-new-delhi,1,"Recently tried out this new place for ordering a bunch of snacks and I was not disappointed.
The prices are super cheap, reasonable to order a whole lot of food without burning a hole in the pocket.
The packaging is decent and the quality of food is good too.
Loved the momos, I’d recommend the vegetarian, chicken and paneer momos.
Good stuff. Check these guys out.",Tony's Pizza & Pasta Noodle & Bowl,28.5627225162,77.2384515032
4302,https://www.zomato.com/ncr/mughals-rasoi-east-of-kailash-new-delhi,1,"Pretty often, I order the vegetarian Thali from this place and I am always satisfied with the flavours and quality.
The price point is decent, not expensive, portions are just right and the quality of food is good too.
I like the fact that the food is not greasy or overly rich, neither is it too plain.
Complete value for money.",Mughal's Rasoi,28.5556152165,77.2495870292
18945973,https://www.zomato.com/ncr/nyc-pie-pizza-greater-kailash-gk-1-new-delhi,1,"Just ordered two pizzas from here.
So the only reason I chose this place for delivery was the fact that they offer pizza in WHOLEWHEAT base, which is great as most places don’t do alternate base to pizzas.

I ordered the Margherita Pizza & Suzy Wong Pizza.
Well, the pizzas arrived on time but they were pretty sad. The cheese pizza was still okay, but the Suzy Wong was just weird. Overly sweet hoisin sauce, absolutely no cheese and hardly any mushrooms.
Will I order from here again? Maybe not",NYC.PIE PIZZA,28.5564730652,77.2333429009
19244168,https://www.zomato.com/ncr/sukumama-greater-kailash-gk-1-new-delhi,1,"Good menu, great choices to pick from, and good quality food.
Came Across this place by chance while I was looking to order food late at night.
The prices are slightly steep, but the quality justifies it.
The food isn’t greasy which is great and flavours stand out.
Mushroom Bao, Avocado sushi we’re pretty good so was the vegetarian chow mein.
The chilly cheese dimsums were too damn cheesey and dense. Never thought I will say- too cheesey but yeah, the filling was too too cheesey. I would like liked it to be optimal.
Packaging is decent and food looks good on arrival.

Verdict- Go ahead and order from these guys!",Sukumama,28.5564289093,77.2382659912
18787735,https://www.zomato.com/ncr/dilli-nukkad-friends-colony-new-delhi,1,"Stumbled upon this new restaurant on zomato while I was looking to order a meal for one.
The menu is pretty standard and the food looked okay, I randomly took a chance and ordered the afghani Chaap.
I was pleasantly surprised with the food. Quick delivery, good packaging and delish grub.

The Chaap was succulent and flavourful without being greasy or creamy, which I loved. I hate the over buttery chaaps.
The quantity was good and the salad portion on the side was huge.

Price point is pretty reasonable too.
I’d say, definitely try these guys out.",Dilli Nukkad,28.5689695349,77.2533417866
18559221,https://www.zomato.com/dimsum-co,1,"Stumbled upon this place and what struck me was the assorted dimsum basket which gives you a little bit of everything.
The food is reasonable, well made and packaged well.
Flavours are decent.",Dimsum & Co.,28.5332606849,77.2419125587
19187414,https://www.zomato.com/ncr/tobiko-by-enoki-sikandarpur-gurgaon,1,"Great quality food and consistently good.
I quite like the sushi and dimsums from here.
I’d recommend the dynamic sushi roll, chicken dimsums, wild mushroom dimsums, spicy salmon roll.
The prices are steep but the quality justifies it.
Packaging is perfect.
I like their customer service, they take feedback well and revert fast.",Tobiko By Enoki,28.4818913036,77.0989980921
18968085,https://www.zomato.com/ncr/hop-house-of-proteins-malviya-nagar-new-delhi,1,"Always trying out new places that do good healthy food and I have ordered from HOP a bunch of times. I quite like it.
The prices are reasonable as per the quality/portion size. The menu is interesting, a whole lot of dishes to pick from.
The Grilled Chicken Meal is good.
Sloppy Joes Chicken Tacos are pretty delish too.

Food is flavoursome and not greasy, I love that.",HOP House Of Proteins,28.5384290880,77.2144846246
19245506,https://www.zomato.com/ncr/fig-at-museo-dlf-phase-4-gurgaon,1,"What a delightful little cafe situated inside the Centre for Photographic Arts, that's right, amidst such art & canvas. Fig is thoughtfully conceptualized cafe sprawling across a large area with surreal indoor setting and a gorgeous outdoor set up in lush greenery & minimal yet modern design. Coming down to the food, it's a straight winner plus served in such an aesthetically pleasing environment makes it even more experiential The menu is elaborate. Everything looks appetising and well curated. Selection of dishes is a real task. Pizzas are fresh off the fire wooden oven (the oven is set up outside) and you can watch your pizza being baked to aromatic glory. I'd recommend the...read more",Fig At Museo,28.4698006694,77.0804593340
19106466,https://www.zomato.com/ncr/eat-fit-jasola-new-delhi,1,"I have ordered a bunch of time from Eat fit. The food is actually calorie controlled and less greasy which h is great. Taste wise, it's as good as healthy food can taste and while they mostly do indian dishes, I dont mind it.
Prices are decent too.
I like their indian thali combos.
I'll recommend this outlet only if you want to eat healthy, cuz the food is neither fancy nor flavoured too much, its basic and light",eat.fit,28.5380780000,77.2873720000
