id,url,freq,name,latitude,longitude
18633332,https://www.zomato.com/ncr/rollsking-golf-course-road-gurgaon,1,RollsKing,28.4377193000,77.0994959000
306249,https://www.zomato.com/ncr/beliram-degchiwala-east-of-kailash-new-delhi,1,Beliram Degchiwala,28.5552803797,77.2478945553
50120,https://www.zomato.com/bangalore/beijing-bites-bannerghatta-road,1,Beijing Bites,12.8921247448,77.5980706885
18587192,https://www.zomato.com/ncr/enoki-fresh-asian-kitchen-vasant-vihar-new-delhi,1,Enoki - Fresh Asian Kitchen,28.5588118675,77.1707649529
18415359,https://www.zomato.com/moon-bite,1,Moon Bite,28.5778439924,77.3162724450
18625812,https://www.zomato.com/ncr/detroit-connaught-place-new-delhi,1,Detroit,28.6315261396,77.2202644497
18597092,https://www.zomato.com/ncr/desiyana-restaurant-62-sector-62-noida,1,Desiyana Restaurant 62,28.6190303360,77.3695012182
4356,https://www.zomato.com/ncr/tks-oriental-grill-hyatt-regency-bhikaji-cama-place-delhi,1,T.K'S Oriental Grill - Hyatt Regency,28.5693464348,77.1859328449
18587243,https://www.zomato.com/ncr/the-bings-greater-kailash-gk-2-new-delhi,1,The Bing's,28.5410754880,77.2397392988
1396,https://www.zomato.com/ncr/brown-sugar-greater-kailash-gk-1-new-delhi,1,Brown Sugar,28.5507904604,77.2338562086
307822,https://www.zomato.com/ncr/la-vie-pizzeria-khan-market-new-delhi,1,La Vie Pizzeria,28.6010474246,77.2273300588
18456764,https://www.zomato.com/ncr/karate-kitchen-greater-kailash-gk-1-new-delhi,1,Karate Kitchen,28.5581454525,77.2392035276
18415346,https://www.zomato.com/ncr/cafe-yell-defence-colony-new-delhi,1,Cafe Yell,28.5736912870,77.2302888706
307149,https://www.zomato.com/ncr/too-mikkii-tapas-chanakyapuri-new-delhi,1,Too Mikkii Tapas,28.5950063171,77.1721489728
2436,https://www.zomato.com/ncr/cinnabon-vasant-kunj-new-delhi,1,Cinnabon,28.5425257518,77.1560741588
600,https://www.zomato.com/ncr/cafe-coffee-day-chanakyapuri-new-delhi,1,Cafe Coffee Day,28.5951278963,77.1719209850
308322,https://www.zomato.com/HauzKhasSocial,1,Hauz Khas Social,28.5541162468,77.1946449950
18180083,https://www.zomato.com/ncr/the-crunch-box-nehru-place-new-delhi,1,The Crunch Box,28.5514020000,77.2517660000
18219522,https://www.zomato.com/ncr/locale-saket-new-delhi,1,Locale,28.5232931130,77.2071742639
4357,https://www.zomato.com/ncr/cafe-hyatt-regency-bhikaji-cama-place-new-delhi,1,Cafe - Hyatt Regency,28.5693976696,77.1859395504
9654,https://www.zomato.com/ncr/sant-sweets-kalkaji-new-delhi,1,Sant Sweets,28.5439556734,77.2503900155
18217023,https://www.zomato.com/ncr/blue-tokai-coffee-roasters-saket-new-delhi,1,Blue Tokai Coffee Roasters,28.5173871810,77.2000084072
3054,https://www.zomato.com/ncr/gopals-56-kalkaji-new-delhi,1,Gopal's 56,28.5346259314,77.2580453753
18334465,https://www.zomato.com/ncr/sushi-junction-malviya-nagar-new-delhi,1,Sushi Junction,28.5355278386,77.2104375064
303787,https://www.zomato.com/ncr/starbucks-coffee-nehru-place-new-delhi,1,Starbucks Coffee,28.5506894453,77.2520352155
1398,https://www.zomato.com/ncr/junejas-fast-food-chittaranjan-park-new-delhi,1,Juneja's Fast Food,28.5407426667,77.2494492307
300269,https://www.zomato.com/ncr/kevs-cafe-satyaniketan-new-delhi,1,Kev's Cafe,28.5888235514,77.1692186594
9776,https://www.zomato.com/ncr/mehak-food-corner-kalkaji-new-delhi,1,Mehak Food Corner,28.5436322861,77.2509502620
9955,https://www.zomato.com/ncr/mcdonalds-kalkaji-new-delhi,1,McDonald's,28.5403524103,77.2578120232
9619,https://www.zomato.com/ncr/kandys-pastry-parlour-kalkaji-new-delhi,1,Kandy's Pastry Parlour,28.5429436856,77.2531221807
305303,https://www.zomato.com/ncr/bikanervala-greater-kailash-gk-2-new-delhi,1,Bikanervala,28.5373457679,77.2391612828
1372,https://www.zomato.com/ncr/the-coffee-bean-tea-leaf-saket-new-delhi,1,The Coffee Bean & Tea Leaf,28.5285707001,77.2194856033
18268706,https://www.zomato.com/ncr/bun-intended-burgers-pizzas-east-of-kailash-new-delhi,1,Bun Intended-Burgers & Pizzas,28.5559426899,77.2500818968
302898,https://www.zomato.com/ncr/punjabi-corner-kalkaji-new-delhi,1,Punjabi Corner,28.5436923690,77.2506951168
4608,https://www.zomato.com/ncr/chocolatiers-the-chocolate-boutique-chittaranjan-park-new-delhi,1,Chocolatiers - The Chocolate Boutique,28.5372877431,77.2488303110
7772,https://www.zomato.com/ncr/momo-mia-ina-new-delhi,1,Momo Mia,28.5733373691,77.2069254890
463,https://www.zomato.com/ncr/karims-jama-masjid-new-delhi,1,Karim's,28.6493228808,77.2336899117
304162,https://www.zomato.com/chowringheerestaurant,1,Chowringhee,28.5883604623,77.1683415771
304976,https://www.zomato.com/ncr/chocolate-temptation-satyaniketan-new-delhi,1,Chocolate Temptation,28.5878158221,77.1685950458
7597,https://www.zomato.com/ncr/kamala-sweets-chittaranjan-park-new-delhi,1,Kamala Sweets,28.5407308854,77.2494462132
311859,https://www.zomato.com/ncr/wafflesome-greater-kailash-gk-1-new-delhi,1,Wafflesome,28.5513729886,77.2344332188
8340,https://www.zomato.com/ncr/nathus-pastry-shop-mandi-house-new-delhi,1,Nathu's Pastry Shop,28.6296453897,77.2323122621
308313,https://www.zomato.com/ncr/kfc-kalkaji-new-delhi,1,KFC,28.5421790922,77.2535526752
300267,https://www.zomato.com/ncr/chocolate-square-satyaniketan-new-delhi,1,Chocolate Square,28.5881093394,77.1688897535
3337,https://www.zomato.com/ncr/om-hotel-jangpura-new-delhi,1,Om Hotel,28.5805214936,77.2417130694
7613,https://www.zomato.com/ncr/yummi-kolkataa-chittaranjan-park-new-delhi,1,Yummi Kolkataa,28.5400178196,77.2487575561
18294261,https://www.zomato.com/ncr/lord-of-the-drinks-forum-nehru-place-new-delhi,1,Lord Of The Drinks Forum,28.5510996896,77.2522974014
307799,https://www.zomato.com/ncr/wok-in-the-clouds-khan-market-new-delhi,1,Wok In The Clouds,28.6006391412,77.2274876386
