id,url,freq,review,name,latitude,longitude
18265393,https://www.zomato.com/ncr/sana-di-ge-chanakyapuri-new-delhi,1,"Sanadige is not a restaurant it’s a whole new dining experience, located in the diplomatic enclave the restaurant caters to mostly foreign delegates or people who are well versed with the cuisines offered by the restaurant. Me and my friend when we visited here were quite an exception, not very well versed about the cuisine but keen to try out new flavours. Our server Arun took special care keeping in mind our near about zero knowledge of the Mangalorian cuisine. The prawn ghee roast is easily the dish I’d like to have once again at least before I die simply for the outburst of flavours it got me to. The mutton sukka is another mild mutton preparation I’d recommend every non...read more",Sana-Di-Ge,28.6019175604,77.1870918944
18418247,https://www.zomato.com/ncr/feel-alive-sector-29-gurgaon,1,"Feel alive is the ultimate place to be for good food and fine crowd. Located near my bar headquarters, this place is the one to be for jalapeno cheese rolls and sushi.

For dessert, the best was brownie sundae with icecream.",Feel Alive,28.4679037658,77.0641494915
18631014,https://www.zomato.com/ncr/pizza-hut-dlf-phase-4-gurgaon,1,"Was here with a couple of friends on sunday and tried their new menu that has 10-12 pan pizzas and loved the vegetarian one called farmers pick.
In the mocktails section don’t miss the newly launched malt brew!",Pizza Hut,28.4622670848,77.0876097679
18621293,https://www.zomato.com/ncr/seventh-sense-seven-seas-hotel-rohini-new-delhi,1,"So my brother had a client coming over, whom he wanted to take out for dinner at a fancy five star property to impress him a little so he chose this place out of recommendations of one of his friends and booked a table for three (he took me along for some reason best known to him). The ambiance is flamboyantly done and impresses at first sight nothing too fancy, the staff welcomes with a smile and guides you to a table of your choice. Starters were great starting from sushi’s to dimsums to galauti kebabs had live counters while some others were served to the table instead. The white sauce pasta had a creamy texture as it should but a distinct flavour as is to the other one I’ve...read more",Seventh Sense - Seven Seas Hotel,28.7007693378,77.1149552241
18598686,https://www.zomato.com/ncr/barcode-sector-9-dwarka-new-delhi,1,"Was here to meet a friend a long lost one who said dwarka had a great place to hangout at which I laughed at first but had to eat my words as soon as I entered this bomb of a place!
Amazing cocktails paired with great food and peppy music what else does one need to spend some time with buddy’s!
P.s. they have a separate deck area as well!",Barcode,28.5747683445,77.0673999935
311506,https://www.zomato.com/ncr/kfc-west-patel-nagar-new-delhi,1,"Went to kfc just before Navratri started to give myself a satisfaction!
Ordered a rice bowl wings strips hot and crispy chicken and a lot more since we were a group of 8 people!
Taste quality and everything else was great!
A thumbs up for the prompt service!",KFC,28.6455046085,77.1689789370
18372705,https://www.zomato.com/ncr/pirates-of-south-campus-satyaniketan-new-delhi,1,"Located near the famous Venky College in the street of Satya Niketan. So you will have to dig a little deeper to find this place and avoid the other food joints.

This place is a must visit for those who look for some really adventure themed or some themed restaurants.",Pirates Of South Campus,28.5878037517,77.1673062444
18369772,https://www.zomato.com/ncr/dimsum-vs-sushi-chinese-kitchen-punjabi-bagh-new-delhi,1,"On a friends recommendation we had ordered a prawn tempura sushi and some dimsums from this place a few weeks ago.
I just loved the packing and presentation of the food and taste itself was very good!
Would recommend both the dishes that I tried here!",Dimsum Vs Sushi - Chinese Kitchen,28.6705360000,77.1338550000
18439528,https://www.zomato.com/ncr/bon-barbecue-rajouri-garden-new-delhi,1,"Was here with a group of friends some time ago and tried their non vegetarian buffet and simply loved the food and hospitality by the staff.

The salad counter and dessert counter impressed me with the variety and taste!

The place is a must try!",Bon Barbecue,28.6524081151,77.1204778925
18458626,https://www.zomato.com/ncr/happy-hakka-sector-2-dwarka-new-delhi,1,"During new year party preps at home we ordered some stuff from here as we were in mood to try out some chinese and oriental.

The food was timely delivered was surprisingly hot considering the weather conditions here in new delhi.

The dimsum platter and the khao suey(chicken) were both great and indeed stand in my recommendations list!

Great experience!",Happy Hakka,28.5948735513,77.0733685791
