id,url,freq,review,name,latitude,longitude
19323446,https://www.zomato.com/ncr/irfan-bhai-vasant-kunj-new-delhi,1,"Irfan Bhai serves some brilliant North Indian and Mughlai food at value prices. Delivery was on time and packing gave a luxurious feel. Murgh Malai - Chicken pieces marinated well with cream just melted in mouth. They used chicken breast fillets for these kebabs. Murgh Nawabi - Luscious rustic flavours and chicken is succulent made with freshly ground homespun spices. Murgh Jahangiri – This dish is named after Mughal Emperor, Jahangir. A fenugreek flavoured thick gravy slow-cooked with chicken with their signature aromatic spices. This goes well with their roomali roti. MUST TRY!! Tarfan - Leavened flour bread, almost similar to a puff pastry but cooked in tandoor. This can be...read more",Irfan Bhai,28.5206000000,77.1647000000
19272216,https://www.zomato.com/pune/biryani-by-kilo-wakad,1,"Biryani by Kilo is one of my favourite outlets for ordering kebabs and biryanis.
Ordered some dishes for dinner and delivery was on time.
Food was packed and labelled properly.

Chicken Ghee Roast – Chicken was succulent and melted in mouth. It was roasted and cooked to perfection. This went well with Ulte tawa ka paratha. MUST TRY!!",Biryani By Kilo,18.5937310000,73.7593160000
3213,https://www.zomato.com/khaajachowk,1,"Since I was craving for some North Indian food, I visited Khaaja restaurant located on MG Road, Gurgaon. Décor is amazing and it had open auto rickshaw as well. Staff is friendly and the service is really commendable. Blushing Pina Colada – A mix of Pineapple, Banana and Vanilla ice-cream. This was very refreshing and is HIGHLY RECOMMENDED! Non-Veg Kebab Platter – It consisted of Kalmi kebab, Mutton Seekh, Kastoori kebab and Tandoori Banno kebab with salad on the side. These kebabs were super succulent and prepared fresh. MUST TRY!! Lal Maas – Mutton was cooked to perfection with spices and meat was falling off the bone. Had this with Garlic Butter Naan. Beetroot Halwa with...read more",Khaaja Chowk,28.4805560233,77.0801505446
19147748,https://www.zomato.com/ncr/bonheur-shahpur-jat-new-delhi,1,"Bonheur in Shahpur Jat, New Delhi is a modern European Café serving some delightful delicacies. Chef is very knowledgeable and recommended us amazing dishes. Décor is worth a mention! Interior is decorated with different types of plants. Burrata – Cheese, caramelized walnuts, rocket leaves and orange. Looked WOW and tasted even better. It was presented with edible flowers. MUST TRY!! Forest Caesar – Romaine lettuce, lollo rosso, micro greens and parmesan. Also I chose to have this salad with Bacon! It was fresh and yum. Fumeé Chicken Tartine – Smoked Chicken sautéed with citrus mayonnaise, black olives, cherry tomatoes, lettuce, pickled cucumber and radish micro-greens....read more",Bonheur,28.5472834428,77.2161281481
18224524,https://www.zomato.com/ncr/honk-pullman-new-delhi-aerocity-aerocity-new-delhi,1,"I have been at Honk few times now. They have recently launched their Yum Cha Daily Lunches wherein you can feast over 22 different kinds of steamed, pan-fried and baked dimsums along with soups, salads and a meal in a bowl. Chicken & Chive pan-fried dimsum and Eggplant Puff with sweet chili and garlic are highly recommended. Apart this delish feast, they also serve premium Asian teas and beverages like shochu, sake and umeshu. The best way to conclude the meal is with their special homemade gelatos. Also been to Honk for dinner and everything was absolutely delicious. Started with Larb Gai salad which was bursting with flavours. Also Tuna Pizza was tasty. Tried their dimsums and sushi...read more",Honk - Pullman New Delhi Aerocity,28.5545290000,77.1240222000
309338,https://www.zomato.com/ncr/chowki-kalkaji-new-delhi,1,"Tried some delectable food from Chowki for dinner. It is based in South Delhi. Delivery was on time and packed well. Chingari Tikka – Chicken pieces marinated well with spices, just melted in mouth. They used chicken thighs for this dish. Had this with their Keema Naan. Bukni Seekh Kebab - Mince Mutton seekh kebabs loaded with dry red chilli was very flavourful. Gosht Banjara Curry - Gravy was thick with tender pieces of mutton. This really went well with their Aloo Anadana Kulcha. MUST TRY!! Their food quality is amazing! A must place in South Delhi to try delicious North Indian food. Will surely try more dishes from Chowki. For more updates join me on Instagram...read more",Chowki,28.5335278446,77.2599390149
19243361,https://www.zomato.com/ncr/biryani-by-kilo-sector-15-gurgaon,1,"Biryani by Kilo is one of my favourite outlets for ordering kebabs and biryanis. They have launched South India food menu.

Delivery was on time. Food was packed and labelled properly.

Chicken Ghee Roast – Chicken was succulent and melted in mouth. It was spiced well with curry leaves and cooked to perfection. This went well with Ulte tawa ka paratha. MUST TRY!!

Malabar Chicken Biryani – Had Malabar chicken biryani for the first time. It was aromatic, tasted fresh and yum.

Double ka Meetha – It was crisp and custard topping was thick. It was garnished with nuts.

For more updates join me on Instagram @love_yourself_love_life",Biryani By Kilo,28.4685590000,77.0442430000
301081,https://www.zomato.com/ncr/khidmat-sector-50-noida,1,"Since I was craving for some North Indian food, I visited Khidmat restaurant located in Noida. Décor was in the Christmas theme and gave amazing festive vibes. Staff is friendly and the service is really commendable. Gilafi Kebab – Minced mutton spiced well and cooked on the seekh. These kebabs were super succulent. MUST TRY!! Malai Tikka – Chicken pieces marinated well with cream just melted in mouth. They used chicken breast fillets for these kebabs. Kadhai Chicken – This was WOW! Loved the thick gravy with huge pieces of chicken. This really went well with their Garlic Butter Naan. MUST TRY!! Lamb Chops – Chops were cooked to perfection and falling off the bone. Hot...read more",Khidmat,28.5699435829,77.3621238023
8776,https://www.zomato.com/ncr/nandos-vasant-kunj-new-delhi,1,"Had such an amazing time at Nando’s, DLF Promenade Mall in Vasant Kunj. I have been a Nando’s addict in England. This Nando’s is huge and the service is super-fast. For drinks, we had Peach & Elderflower, Strawberry Cucumber and Red Wine Sangria. Started with Spicy and mild Chicken Wings, spicy wings were just too delicious. Hummus, Pita Strips and Peri-Peri Drizzle – Hummus was fresh and yum. Peri-Peri Drizzle made it even more amazing. Chicken Espetada – Opted for my favourite corn on the cob and Peri-Peri Fries. Espetada is succulent chicken thighs skewered between layers of mixed peppers. You can choose for a side along with this dish. MUST TRY!! Algarve Salad- An...read more",Nando's,28.5428031964,77.1566146240
18819995,https://www.zomato.com/ncr/runway1-rohini-new-delhi,1,"Runway1 is located in Rohini, Delhi has an amazing concept of a restaurant inside an original aeroplane. They have also opened in Ambala, Haryana. Apart from the restaurant inside, you can also dine on the wings, play virtual reality games in their cockpit (additional charge), host parties, etc. To board the aeroplane restaurant, you need to purchase a boarding pass. I booked a table on wings (additional charge) for my Mom’s birthday and the team was amazing enough to decorate it with balloons and flower petals. The servers are friendly and the service is super-fast. Brownie Shake – Thick chocolate brownie shake in a tall glass with chocolate syrup on the sides and topped with warm...read more",Runway1,28.7233325584,77.1141337976
